state_representative_district,district_num,party,voter_classification,reg_total,reg_party,candidate,gen_total,gen_party,gen_vote_pct,gen_winning_party,gen_margin,gen_margin_category,gen_competitive,prim_voters,prim_margin,prim_margin_category
State Representative District 036,36,Other,Excluded,23764,56,NA,13346,NA,NA,Dem,0.9527948448973476,Uncontested,FALSE,NA,NA,NA
State Representative District 037,37,Dem,Outnumbered,24175,4061,NA,15213,NA,NA,Rep,0.9660816407020312,Uncontested,FALSE,19,NA,No Candidates
State Representative District 037,37,Rep,Unneeded,24175,12236,Barb Kniff McCulla,15213,14955,0.9830408203510156,Rep,0.9660816407020312,Uncontested,FALSE,1702,0.9694477085781434,Uncontested
State Representative District 037,37,No Party,Excluded,24175,7715,NA,15213,NA,NA,Rep,0.9660816407020312,Uncontested,FALSE,NA,NA,NA
State Representative District 037,37,Lib,Excluded,24175,137,NA,15213,NA,NA,Rep,0.9660816407020312,Uncontested,FALSE,6,NA,No Candidates
State Representative District 037,37,Other,Excluded,24175,26,NA,15213,NA,NA,Rep,0.9660816407020312,Uncontested,FALSE,NA,NA,NA
State Representative District 038,38,Dem,Outnumbered,22527,6276,Brad Magg,16207,7164,0.4420312210773123,Rep,0.11544394397482571,10-15%,FALSE,520,0.9923076923076923,Uncontested
State Representative District 038,38,Rep,Unneeded,22527,8138,Jon Dunwell,16207,9035,0.557475165052138,Rep,0.11544394397482571,10-15%,FALSE,1498,0.9612817089452603,Uncontested
State Representative District 038,38,No Party,Excluded,22527,7940,NA,16207,NA,NA,Rep,0.11544394397482571,10-15%,FALSE,NA,NA,NA
State Representative District 038,38,Lib,Excluded,22527,147,NA,16207,NA,NA,Rep,0.11544394397482571,10-15%,FALSE,1,NA,No Candidates
State Representative District 038,38,Other,Excluded,22527,26,NA,16207,NA,NA,Rep,0.11544394397482571,10-15%,FALSE,NA,NA,NA
State Representative District 039,39,Dem,Meaningful (General),20452,7687,Rick L. Olson,13763,7511,0.5457385744387125,Dem,0.09402019908450199,5-10%,TRUE,676,0.9911242603550297,Uncontested
State Representative District 039,39,Rep,Meaningful (General),20452,5728,Troy Clark,13763,6217,0.45171837535421056,Dem,0.09402019908450199,5-10%,TRUE,31,NA,No Candidates
State Representative District 039,39,No Party,None-of-the-Above,20452,6791,NA,13763,NA,NA,Dem,0.09402019908450199,5-10%,TRUE,NA,NA,NA
State Representative District 039,39,Lib,None-of-the-Above,20452,207,NA,13763,NA,NA,Dem,0.09402019908450199,5-10%,TRUE,4,NA,No Candidates
State Representative District 039,39,Other,None-of-the-Above,20452,39,NA,13763,NA,NA,Dem,0.09402019908450199,5-10%,TRUE,NA,NA,NA
State Representative District 040,40,Dem,Meaningful (General),22810,7139,Heather Sievers,17146,8402,0.4900268284147906,Rep,0.018546599790038476,Less than 5%,TRUE,656,0.9969512195121952,Uncontested
State Representative District 040,40,Rep,Meaningful (General),22810,7363,Bill Gustoff,17146,8720,0.5085734282048291,Rep,0.018546599790038476,Less than 5%,TRUE,460,0.9565217391304348,Uncontested
State Representative District 040,40,No Party,None-of-the-Above,22810,8057,NA,17146,NA,NA,Rep,0.018546599790038476,Less than 5%,TRUE,NA,NA,NA
State Representative District 040,40,Lib,None-of-the-Above,22810,214,NA,17146,NA,NA,Rep,0.018546599790038476,Less than 5%,TRUE,1,NA,No Candidates
State Representative District 040,40,Other,None-of-the-Above,22810,37,NA,17146,NA,NA,Rep,0.018546599790038476,Less than 5%,TRUE,NA,NA,NA
State Representative District 041,41,Dem,Meaningful (General),26814,7589,Molly Buck,21309,10569,0.49598761086864707,Rep,0.006476136843587166,Less than 5%,TRUE,748,0.9973262032085561,Uncontested
State Representative District 041,41,Rep,Meaningful (General),26814,9359,Ryan Weldon,21309,10707,0.5024637477122342,Rep,0.006476136843587166,Less than 5%,TRUE,1262,0.2408874801901743,20% or more
State Representative District 041,41,No Party,None-of-the-Above,26814,9565,NA,21309,NA,NA,Rep,0.006476136843587166,Less than 5%,TRUE,NA,NA,NA
State Representative District 041,41,Lib,None-of-the-Above,26814,249,NA,21309,NA,NA,Rep,0.006476136843587166,Less than 5%,TRUE,1,NA,No Candidates
State Representative District 041,41,Other,None-of-the-Above,26814,52,NA,21309,NA,NA,Rep,0.006476136843587166,Less than 5%,TRUE,NA,NA,NA
State Representative District 042,42,Dem,Meaningful (General),23509,7044,Heather Matson,18094,9108,0.5033712832983309,Dem,0.0082347739582182,Less than 5%,TRUE,653,0.996937212863706,Uncontested
State Representative District 042,42,Rep,Meaningful (General),23509,8151,Heather Stephenson,18094,8959,0.4951365093401127,Dem,0.0082347739582182,Less than 5%,TRUE,704,0.9857954545454546,Uncontested
State Representative District 042,42,No Party,None-of-the-Above,23509,8071,NA,18094,NA,NA,Dem,0.0082347739582182,Less than 5%,TRUE,NA,NA,NA
State Representative District 042,42,Lib,None-of-the-Above,23509,210,NA,18094,NA,NA,Dem,0.0082347739582182,Less than 5%,TRUE,2,NA,No Candidates
State Representative District 042,42,Other,None-of-the-Above,23509,33,NA,18094,NA,NA,Dem,0.0082347739582182,Less than 5%,TRUE,NA,NA,NA
State Representative District 043,43,Dem,Meaningful (General),23913,7769,Tiara Mays-Sims,18860,8959,0.4750265111346766,Rep,0.03388123011664895,Less than 5%,TRUE,1106,0.9909584086799277,Uncontested
State Representative District 043,43,Rep,Meaningful (General),23913,8302,Eddie Andrews,18860,9598,0.5089077412513255,Rep,0.03388123011664895,Less than 5%,TRUE,683,0.9795021961932651,Uncontested
State Representative District 043,43,No Party,None-of-the-Above,23913,7605,NA,18860,NA,NA,Rep,0.03388123011664895,Less than 5%,TRUE,NA,NA,NA
State Representative District 043,43,Lib,None-of-the-Above,23913,204,NA,18860,NA,NA,Rep,0.03388123011664895,Less than 5%,TRUE,1,NA,No Candidates
State Representative District 043,43,Other,None-of-the-Above,23913,33,NA,18860,NA,NA,Rep,0.03388123011664895,Less than 5%,TRUE,NA,NA,NA
State Representative District 044,44,Dem,Meaningful (Primary),22747,8238,Larry McBurney,15204,9769,0.6425282820310445,Dem,0.2930807682188898,20% or more,FALSE,1683,0.292929292929293,20% or more
State Representative District 044,44,Rep,Outnumbered,22747,7241,NA,15204,NA,NA,Dem,0.2930807682188898,20% or more,FALSE,42,NA,No Candidates
State Representative District 044,44,No Party,Excluded,22747,7036,NA,15204,NA,NA,Dem,0.2930807682188898,20% or more,FALSE,NA,NA,NA
State Representative District 044,44,Lib,Excluded,22747,189,Jake Heard,15204,5313,0.3494475138121547,Dem,0.2930807682188898,20% or more,FALSE,5,1,Uncontested
State Representative District 044,44,Other,Excluded,22747,43,NA,15204,NA,NA,Dem,0.2930807682188898,20% or more,FALSE,NA,NA,NA
State Representative District 045,45,Dem,Outnumbered,24645,5893,Anthony William Thompson,19865,6998,0.3522778756607098,Rep,0.2934306569343066,20% or more,FALSE,567,0.9858906525573192,Uncontested
State Representative District 045,45,Rep,Unneeded,24645,9968,Brian K. Lohse,19865,12827,0.6457085325950164,Rep,0.2934306569343066,20% or more,FALSE,644,0.9565217391304348,Uncontested
State Representative District 045,45,No Party,Excluded,24645,8539,NA,19865,NA,NA,Rep,0.2934306569343066,20% or more,FALSE,NA,NA,NA
State Representative District 045,45,Lib,Excluded,24645,212,NA,19865,NA,NA,Rep,0.2934306569343066,20% or more,FALSE,2,NA,No Candidates
State Representative District 045,45,Other,Excluded,24645,33,NA,19865,NA,NA,Rep,0.2934306569343066,20% or more,FALSE,NA,NA,NA
State Representative District 046,46,Dem,Outnumbered,25219,6502,Lynne Campbell,19722,8834,0.447926173816043,Rep,0.10313355643443872,10-15%,FALSE,603,0.9966832504145937,Uncontested
State Representative District 046,46,Rep,Unneeded,25219,9044,Dan Gehlbach,19722,10868,0.5510597302504817,Rep,0.10313355643443872,10-15%,FALSE,529,0.9470699432892249,Uncontested
State Representative District 046,46,No Party,Excluded,25219,9440,NA,19722,NA,NA,Rep,0.10313355643443872,10-15%,FALSE,NA,NA,NA
State Representative District 046,46,Lib,Excluded,25219,196,NA,19722,NA,NA,Rep,0.10313355643443872,10-15%,FALSE,0,NA,No Candidates
State Representative District 046,46,Other,Excluded,25219,37,NA,19722,NA,NA,Rep,0.10313355643443872,10-15%,FALSE,NA,NA,NA
State Representative District 047,47,Dem,Outnumbered,22610,5183,Joe Shelly,15551,5570,0.35817632306604075,Rep,0.28203974020963285,20% or more,FALSE,51,NA,No Candidates
State Representative District 047,47,Rep,Unneeded,22610,8925,Carter Nordman,15551,9956,0.6402160632756736,Rep,0.28203974020963285,20% or more,FALSE,757,0.9841479524438572,Uncontested
State Representative District 047,47,No Party,Excluded,22610,8286,NA,15551,NA,NA,Rep,0.28203974020963285,20% or more,FALSE,NA,NA,NA
State Representative District 047,47,Lib,Excluded,22610,184,NA,15551,NA,NA,Rep,0.28203974020963285,20% or more,FALSE,3,NA,No Candidates
State Representative District 047,47,Other,Excluded,22610,32,NA,15551,NA,NA,Rep,0.28203974020963285,20% or more,FALSE,NA,NA,NA
State Representative District 048,48,Dem,Outnumbered,24585,6251,Penny Vossler,17705,7022,0.3966111268003389,Rep,0.20513979101948604,20% or more,FALSE,411,0.9951338199513382,Uncontested
State Representative District 048,48,Rep,Unneeded,24585,8539,Chad Behn,17705,10654,0.6017509178198249,Rep,0.20513979101948604,20% or more,FALSE,944,0.9872881355932204,Uncontested
State Representative District 048,48,No Party,Excluded,24585,9555,NA,17705,NA,NA,Rep,0.20513979101948604,20% or more,FALSE,NA,NA,NA
State Representative District 048,48,Lib,Excluded,24585,204,NA,17705,NA,NA,Rep,0.20513979101948604,20% or more,FALSE,6,NA,No Candidates
State Representative District 048,48,Other,Excluded,24585,36,NA,17705,NA,NA,Rep,0.20513979101948604,20% or more,FALSE,NA,NA,NA
State Representative District 049,49,Dem,Unneeded,20549,7679,Beth Wessel-Kroeschell,10231,7500,0.733066171439742,Dem,0.47512462124914473,20% or more,FALSE,371,1,Uncontested
State Representative District 049,49,Rep,Outnumbered,20549,4447,NA,10231,NA,NA,Dem,0.47512462124914473,20% or more,FALSE,27,NA,No Candidates
State Representative District 049,49,No Party,Excluded,20549,8111,NA,10231,NA,NA,Dem,0.47512462124914473,20% or more,FALSE,NA,NA,NA
State Representative District 049,49,Lib,Excluded,20549,234,Eric Cooper,10231,2639,0.2579415501905972,Dem,0.47512462124914473,20% or more,FALSE,1,NA,No Candidates
State Representative District 049,49,Other,Excluded,20549,78,NA,10231,NA,NA,Dem,0.47512462124914473,20% or more,FALSE,NA,NA,NA
State Representative District 050,50,Dem,Unneeded,22759,9007,Ross Wilburn,12165,11802,0.9701602959309494,Dem,0.9403205918618989,Uncontested,FALSE,513,1,Uncontested
State Representative District 050,50,Rep,Outnumbered,22759,5215,NA,12165,NA,NA,Dem,0.9403205918618989,Uncontested,FALSE,55,NA,No Candidates
State Representative District 050,50,No Party,Excluded,22759,8256,NA,12165,NA,NA,Dem,0.9403205918618989,Uncontested,FALSE,NA,NA,NA
State Representative District 050,50,Lib,Excluded,22759,219,NA,12165,NA,NA,Dem,0.9403205918618989,Uncontested,FALSE,3,NA,No Candidates
State Representative District 050,50,Other,Excluded,22759,62,NA,12165,NA,NA,Dem,0.9403205918618989,Uncontested,FALSE,NA,NA,NA
State Representative District 051,51,Dem,Outnumbered,24081,5489,Ryan Condon,18025,6719,0.3727600554785021,Rep,0.2527600554785021,20% or more,FALSE,351,0.982905982905983,Uncontested
State Representative District 051,51,Rep,Meaningful (Primary),24081,9384,Brett Barker,18025,11275,0.6255201109570042,Rep,0.2527600554785021,20% or more,FALSE,1993,0.19668840943301558,15-20%
State Representative District 051,51,No Party,Excluded,24081,8930,NA,18025,NA,NA,Rep,0.2527600554785021,20% or more,FALSE,NA,NA,NA
State Representative District 051,51,Lib,Excluded,24081,230,NA,18025,NA,NA,Rep,0.2527600554785021,20% or more,FALSE,4,NA,No Candidates
State Representative District 051,51,Other,Excluded,24081,48,NA,18025,NA,NA,Rep,0.2527600554785021,20% or more,FALSE,NA,NA,NA
State Representative District 052,52,Dem,Meaningful (General),18721,5961,Sue Cahill,12316,5869,0.47653458915232216,Rep,0.04611886976291002,Less than 5%,TRUE,289,1,Uncontested
State Representative District 052,52,Rep,Meaningful (General),18721,5822,David Blom,12316,6437,0.5226534589152322,Rep,0.04611886976291002,Less than 5%,TRUE,49,NA,No Candidates
State Representative District 052,52,No Party,None-of-the-Above,18721,6766,NA,12316,NA,NA,Rep,0.04611886976291002,Less than 5%,TRUE,NA,NA,NA
State Representative District 052,52,Lib,None-of-the-Above,18721,137,NA,12316,NA,NA,Rep,0.04611886976291002,Less than 5%,TRUE,1,NA,No Candidates
State Representative District 052,52,Other,None-of-the-Above,18721,35,NA,12316,NA,NA,Rep,0.04611886976291002,Less than 5%,TRUE,NA,NA,NA
State Representative District 053,53,Dem,Outnumbered,23141,6848,Tommy Hexter,15658,6745,0.43077021330949034,Rep,0.13692681057606343,10-15%,FALSE,826,0.25423728813559326,20% or more
State Representative District 053,53,Rep,Unneeded,23141,7470,Dean Fisher,15658,8889,0.5676970238855538,Rep,0.13692681057606343,10-15%,FALSE,1317,0.9286256643887623,Uncontested
State Representative District 053,53,No Party,Excluded,23141,8674,NA,15658,NA,NA,Rep,0.13692681057606343,10-15%,FALSE,NA,NA,NA
State Representative District 053,53,Lib,Excluded,23141,116,NA,15658,NA,NA,Rep,0.13692681057606343,10-15%,FALSE,3,NA,No Candidates
State Representative District 053,53,Other,Excluded,23141,33,NA,15658,NA,NA,Rep,0.13692681057606343,10-15%,FALSE,NA,NA,NA
State Representative District 054,54,Dem,Outnumbered,22742,4385,NA,13646,NA,NA,Rep,0.9690751868679466,Uncontested,FALSE,33,NA,No Candidates
State Representative District 054,54,Rep,Meaningful (Primary),22742,11052,Joshua Meggers,13646,13435,0.9845375934339733,Rep,0.9690751868679466,Uncontested,FALSE,1600,0.525625,20% or more
State Representative District 054,54,No Party,Excluded,22742,7127,NA,13646,NA,NA,Rep,0.9690751868679466,Uncontested,FALSE,NA,NA,NA
State Representative District 054,54,Lib,Excluded,22742,144,NA,13646,NA,NA,Rep,0.9690751868679466,Uncontested,FALSE,1,NA,No Candidates
State Representative District 054,54,Other,Excluded,22742,34,NA,13646,NA,NA,Rep,0.9690751868679466,Uncontested,FALSE,NA,NA,NA
State Representative District 055,55,Dem,Outnumbered,21950,4537,NA,13231,NA,NA,Rep,0.9655354848461946,Uncontested,FALSE,23,NA,No Candidates
State Representative District 055,55,Rep,Unneeded,21950,9960,Shannon Latham,13231,13003,0.9827677424230973,Rep,0.9655354848461946,Uncontested,FALSE,1565,0.9654952076677317,Uncontested
State Representative District 055,55,No Party,Excluded,21950,7287,NA,13231,NA,NA,Rep,0.9655354848461946,Uncontested,FALSE,NA,NA,NA
State Representative District 055,55,Lib,Excluded,21950,136,NA,13231,NA,NA,Rep,0.9655354848461946,Uncontested,FALSE,0,NA,No Candidates
State Representative District 055,55,Other,Excluded,21950,30,NA,13231,NA,NA,Rep,0.9655354848461946,Uncontested,FALSE,NA,NA,NA
State Representative District 056,56,Dem,Outnumbered,21651,3742,Kyle Kruse,15066,3876,0.25726802070888094,Rep,0.48393734236028146,20% or more,FALSE,221,0.9909502262443439,Uncontested
State Representative District 056,56,Rep,Unneeded,21651,10539,Mark I. Thompson,15066,11167,0.7412053630691624,Rep,0.48393734236028146,20% or more,FALSE,2072,0.9787644787644787,Uncontested
State Representative District 056,56,No Party,Excluded,21651,7214,NA,15066,NA,NA,Rep,0.48393734236028146,20% or more,FALSE,NA,NA,NA
State Representative District 056,56,Lib,Excluded,21651,126,NA,15066,NA,NA,Rep,0.48393734236028146,20% or more,FALSE,2,NA,No Candidates
State Representative District 056,56,Other,Excluded,21651,30,NA,15066,NA,NA,Rep,0.48393734236028146,20% or more,FALSE,NA,NA,NA
State Representative District 057,57,Dem,Outnumbered,23124,4920,Shawn Ellerbroek,18067,7180,0.39740964188852607,Rep,0.20418442464161174,20% or more,FALSE,309,0.9870550161812297,Uncontested
State Representative District 057,57,Rep,Unneeded,23124,9346,Pat Grassley,18067,10869,0.6015940665301378,Rep,0.20418442464161174,20% or more,FALSE,619,0.951534733441034,Uncontested
State Representative District 057,57,No Party,Excluded,23124,8717,NA,18067,NA,NA,Rep,0.20418442464161174,20% or more,FALSE,NA,NA,NA
State Representative District 057,57,Lib,Excluded,23124,117,NA,18067,NA,NA,Rep,0.20418442464161174,20% or more,FALSE,1,NA,No Candidates
State Representative District 057,57,Other,Excluded,23124,24,NA,18067,NA,NA,Rep,0.20418442464161174,20% or more,FALSE,NA,NA,NA
State Representative District 058,58,Dem,Outnumbered,22467,5180,Gail Allison,15863,5782,0.36449599697409063,Rep,0.26968417071171913,20% or more,FALSE,271,0.9926199261992621,Uncontested
State Representative District 058,58,Rep,Unneeded,22467,7904,Charley Thomson,15863,10060,0.6341801676858098,Rep,0.26968417071171913,20% or more,FALSE,484,0.9876033057851239,Uncontested
State Representative District 058,58,No Party,Excluded,22467,9255,NA,15863,NA,NA,Rep,0.26968417071171913,20% or more,FALSE,NA,NA,NA
State Representative District 058,58,Lib,Excluded,22467,100,NA,15863,NA,NA,Rep,0.26968417071171913,20% or more,FALSE,0,NA,No Candidates
State Representative District 058,58,Other,Excluded,22467,28,NA,15863,NA,NA,Rep,0.26968417071171913,20% or more,FALSE,NA,NA,NA
State Representative District 059,59,Dem,Meaningful (General),22872,6799,Jeremy True,15782,7698,0.48777087821568876,Rep,0.02350779368901279,Less than 5%,TRUE,643,1,Uncontested
State Representative District 059,59,Rep,Meaningful (General),22872,6650,Christian Hermanson,15782,8069,0.5112786719047016,Rep,0.02350779368901279,Less than 5%,TRUE,1623,0.9815157116451017,Uncontested
State Representative District 059,59,No Party,None-of-the-Above,22872,9229,NA,15782,NA,NA,Rep,0.02350779368901279,Less than 5%,TRUE,NA,NA,NA
State Representative District 059,59,Lib,None-of-the-Above,22872,150,NA,15782,NA,NA,Rep,0.02350779368901279,Less than 5%,TRUE,15,NA,No Candidates
State Representative District 059,59,Other,None-of-the-Above,22872,44,NA,15782,NA,NA,Rep,0.02350779368901279,Less than 5%,TRUE,NA,NA,NA
State Representative District 060,60,Dem,Outnumbered,23617,5051,NA,14699,NA,NA,Rep,0.9673447173277094,Uncontested,FALSE,41,NA,No Candidates
State Representative District 060,60,Rep,Meaningful (Primary),23617,9803,Jane E. Bloomingdale,14699,14459,0.9836723586638547,Rep,0.9673447173277094,Uncontested,FALSE,2844,0.21694796061884675,20% or more
State Representative District 060,60,No Party,Excluded,23617,8575,NA,14699,NA,NA,Rep,0.9673447173277094,Uncontested,FALSE,NA,NA,NA
State Representative District 060,60,Lib,Excluded,23617,150,NA,14699,NA,NA,Rep,0.9673447173277094,Uncontested,FALSE,17,NA,No Candidates
State Representative District 060,60,Other,Excluded,23617,38,NA,14699,NA,NA,Rep,0.9673447173277094,Uncontested,FALSE,NA,NA,NA
State Representative District 061,61,Dem,Unneeded,20308,7975,Timi Brown-Powers,9445,9230,0.9772366331392272,Dem,0.9544732662784543,Uncontested,FALSE,586,1,Uncontested
State Representative District 061,61,Rep,Outnumbered,20308,5271,NA,9445,NA,NA,Dem,0.9544732662784543,Uncontested,FALSE,44,NA,No Candidates
State Representative District 061,61,No Party,Excluded,20308,6848,NA,9445,NA,NA,Dem,0.9544732662784543,Uncontested,FALSE,NA,NA,NA
State Representative District 061,61,Lib,Excluded,20308,172,NA,9445,NA,NA,Dem,0.9544732662784543,Uncontested,FALSE,4,NA,No Candidates
State Representative District 061,61,Other,Excluded,20308,42,NA,9445,NA,NA,Dem,0.9544732662784543,Uncontested,FALSE,NA,NA,NA
State Representative District 062,62,Dem,Unneeded,18450,8543,Jerome Amos Jr,9475,7135,0.7530343007915568,Dem,0.5131398416886543,20% or more,FALSE,444,0.9864864864864864,Uncontested
State Representative District 062,62,Rep,Outnumbered,18450,3232,NA,9475,NA,NA,Dem,0.5131398416886543,20% or more,FALSE,15,NA,No Candidates
State Representative District 062,62,No Party,Excluded,18450,6466,NA,9475,NA,NA,Dem,0.5131398416886543,20% or more,FALSE,NA,NA,NA
State Representative District 062,62,Lib,Excluded,18450,152,Ervin Sabic,9475,2273,0.23989445910290239,Dem,0.5131398416886543,20% or more,FALSE,0,NA,No Candidates
State Representative District 062,62,Other,Excluded,18450,57,NA,9475,NA,NA,Dem,0.5131398416886543,20% or more,FALSE,NA,NA,NA
State Representative District 063,63,Dem,Outnumbered,23315,6405,Kayla Koether,14838,984,0.06631621512333198,Rep,0.8479579458147999,20% or more,FALSE,32,NA,No Candidates
State Representative District 063,63,Rep,Unneeded,23315,7859,Michael R. Bergan,14838,13566,0.9142741609381319,Rep,0.8479579458147999,20% or more,FALSE,570,0.9859649122807017,Uncontested
State Representative District 063,63,No Party,Excluded,23315,8907,NA,14838,NA,NA,Rep,0.8479579458147999,20% or more,FALSE,NA,NA,NA
State Representative District 063,63,Lib,Excluded,23315,103,NA,14838,NA,NA,Rep,0.8479579458147999,20% or more,FALSE,2,NA,No Candidates
State Representative District 063,63,Other,Excluded,23315,41,NA,14838,NA,NA,Rep,0.8479579458147999,20% or more,FALSE,NA,NA,NA
State Representative District 064,64,Dem,Outnumbered,23099,4853,NA,15983,NA,NA,Rep,0.3572545829944316,20% or more,FALSE,28,NA,No Candidates
State Representative District 064,64,Rep,Meaningful (Primary),23099,10677,Jason Gearhart,15983,10824,0.6772195457673779,Rep,0.3572545829944316,20% or more,FALSE,3464,0.10219399538106239,10-15%
State Representative District 064,64,No Party,Excluded,23099,7411,NA,15983,NA,NA,Rep,0.3572545829944316,20% or more,FALSE,NA,NA,NA
State Representative District 064,64,Lib,Excluded,23099,128,NA,15983,NA,NA,Rep,0.3572545829944316,20% or more,FALSE,4,NA,No Candidates
State Representative District 064,64,Other,Excluded,23099,30,NA,15983,NA,NA,Rep,0.3572545829944316,20% or more,FALSE,NA,NA,NA
State Representative District 065,65,Dem,Outnumbered,24132,6988,Carolyn Wiezorek,18577,6623,0.356516122086451,Rep,0.28589115573020396,20% or more,FALSE,325,0.9876923076923076,Uncontested
State Representative District 065,65,Rep,Unneeded,24132,9195,Shannon Lundgren,18577,11934,0.642407277816655,Rep,0.28589115573020396,20% or more,FALSE,678,0.9734513274336283,Uncontested
State Representative District 065,65,No Party,Excluded,24132,7782,NA,18577,NA,NA,Rep,0.28589115573020396,20% or more,FALSE,NA,NA,NA
State Representative District 065,65,Lib,Excluded,24132,141,NA,18577,NA,NA,Rep,0.28589115573020396,20% or more,FALSE,1,NA,No Candidates
State Representative District 065,65,Other,Excluded,24132,26,NA,18577,NA,NA,Rep,0.28589115573020396,20% or more,FALSE,NA,NA,NA
State Representative District 066,66,Dem,Outnumbered,23136,5217,Andy McKean,17224,7670,0.44530887134231306,Rep,0.10862749651648856,10-15%,FALSE,326,1,Uncontested
State Representative District 066,66,Rep,Unneeded,23136,8893,Steven P Bradley,17224,9541,0.5539363678588016,Rep,0.10862749651648856,10-15%,FALSE,1609,0.9502796768178994,Uncontested
State Representative District 066,66,No Party,Excluded,23136,8905,NA,17224,NA,NA,Rep,0.10862749651648856,10-15%,FALSE,NA,NA,NA
State Representative District 066,66,Lib,Excluded,23136,104,NA,17224,NA,NA,Rep,0.10862749651648856,10-15%,FALSE,4,NA,No Candidates
State Representative District 066,66,Other,Excluded,23136,17,NA,17224,NA,NA,Rep,0.10862749651648856,10-15%,FALSE,NA,NA,NA
State Representative District 067,67,Dem,Outnumbered,22781,5019,NA,14443,NA,NA,Rep,0.9633040227099634,Uncontested,FALSE,22,NA,No Candidates
State Representative District 067,67,Rep,Unneeded,22781,8565,Craig Johnson,14443,14178,0.9816520113549817,Rep,0.9633040227099634,Uncontested,FALSE,548,0.9927007299270072,Uncontested
State Representative District 067,67,No Party,Excluded,22781,9059,NA,14443,NA,NA,Rep,0.9633040227099634,Uncontested,FALSE,NA,NA,NA
State Representative District 067,67,Lib,Excluded,22781,117,NA,14443,NA,NA,Rep,0.9633040227099634,Uncontested,FALSE,2,NA,No Candidates
State Representative District 067,67,Other,Excluded,22781,21,NA,14443,NA,NA,Rep,0.9633040227099634,Uncontested,FALSE,NA,NA,NA
State Representative District 068,68,Dem,Outnumbered,20816,4958,Tim O'Brien,15406,5037,0.32695053875113594,Rep,0.34519018564195764,20% or more,FALSE,23,NA,No Candidates
State Representative District 068,68,Rep,Unneeded,20816,7593,Chad Ingels,15406,10355,0.6721407243930936,Rep,0.34519018564195764,20% or more,FALSE,1202,0.9800332778702163,Uncontested
State Representative District 068,68,No Party,Excluded,20816,8110,NA,15406,NA,NA,Rep,0.34519018564195764,20% or more,FALSE,NA,NA,NA
State Representative District 068,68,Lib,Excluded,20816,125,NA,15406,NA,NA,Rep,0.34519018564195764,20% or more,FALSE,1,NA,No Candidates
State Representative District 068,68,Other,Excluded,20816,30,NA,15406,NA,NA,Rep,0.34519018564195764,20% or more,FALSE,NA,NA,NA
State Representative District 069,69,Dem,Outnumbered,23372,6687,Randy Meier,15031,6454,0.42937928281551463,Rep,0.1406426718115894,10-15%,FALSE,256,0.984375,Uncontested
State Representative District 069,69,Rep,Unneeded,23372,6612,Tom Determann,15031,8568,0.570021954627104,Rep,0.1406426718115894,10-15%,FALSE,568,0.9859154929577465,Uncontested
State Representative District 069,69,No Party,Excluded,23372,9877,NA,15031,NA,NA,Rep,0.1406426718115894,10-15%,FALSE,NA,NA,NA
State Representative District 069,69,Lib,Excluded,23372,143,NA,15031,NA,NA,Rep,0.1406426718115894,10-15%,FALSE,1,NA,No Candidates
State Representative District 069,69,Other,Excluded,23372,53,NA,15031,NA,NA,Rep,0.1406426718115894,10-15%,FALSE,NA,NA,NA
State Representative District 070,70,Dem,Outnumbered,23913,5641,Kay Pence,17391,6708,0.3857167500431258,Rep,0.22730147777586107,20% or more,FALSE,311,0.9871382636655948,Uncontested
State Representative District 070,70,Rep,Unneeded,23913,8791,Norlin Mommsen,17391,10661,0.6130182278189868,Rep,0.22730147777586107,20% or more,FALSE,1276,0.9608150470219436,Uncontested
State Representative District 070,70,No Party,Excluded,23913,9306,NA,17391,NA,NA,Rep,0.22730147777586107,20% or more,FALSE,NA,NA,NA
State Representative District 070,70,Lib,Excluded,23913,128,NA,17391,NA,NA,Rep,0.22730147777586107,20% or more,FALSE,3,NA,No Candidates
State Representative District 070,70,Other,Excluded,23913,47,NA,17391,NA,NA,Rep,0.22730147777586107,20% or more,FALSE,NA,NA,NA
State Representative District 071,71,Dem,Unneeded,22436,8895,Lindsay James,14212,7971,0.5608640585420771,Dem,0.12320574162679426,10-15%,FALSE,554,0.9855595667870036,Uncontested
State Representative District 071,71,Rep,Outnumbered,22436,5675,James W. McClain,14212,6220,0.43765831691528284,Dem,0.12320574162679426,10-15%,FALSE,32,NA,No Candidates
State Representative District 071,71,No Party,Excluded,22436,7550,NA,14212,NA,NA,Dem,0.12320574162679426,10-15%,FALSE,NA,NA,NA
State Representative District 071,71,Lib,Excluded,22436,261,NA,14212,NA,NA,Dem,0.12320574162679426,10-15%,FALSE,2,NA,No Candidates
State Representative District 071,71,Other,Excluded,22436,55,NA,14212,NA,NA,Dem,0.12320574162679426,10-15%,FALSE,NA,NA,NA
State Representative District 072,72,Dem,Meaningful (General),22790,8566,Charles Isenhart,16114,7513,0.4662405361797195,Rep,0.06590542385503284,5-10%,TRUE,644,0.9875776397515528,Uncontested
State Representative District 072,72,Rep,Meaningful (General),22790,6837,Jennifer J. Smith,16114,8575,0.5321459600347523,Rep,0.06590542385503284,5-10%,TRUE,1029,0.5413022351797863,20% or more
State Representative District 072,72,No Party,None-of-the-Above,22790,7130,NA,16114,NA,NA,Rep,0.06590542385503284,5-10%,TRUE,NA,NA,NA
State Representative District 072,72,Lib,None-of-the-Above,22790,205,NA,16114,NA,NA,Rep,0.06590542385503284,5-10%,TRUE,1,NA,No Candidates
